"","Symbol","X.tax_id","GeneID","LocusTag","Synonyms","dbXrefs","chromosome","map_location","description","type_of_gene","Symbol_from_nomenclature_authority","Full_name_from_nomenclature_authority","Nomenclature_status","Other_designations","Modification_date","Feature_type","H1975_Veh_vs_H1975_C36","H3255_Veh_vs_H3255_C36","H820_Veh_vs_H820_E07","H1975_Veh_vs_H1975_E07","H3255_E07_vs_H3255_C36","H820_Veh_vs_H820_C36","H820_E07_vs_H820_C36","H3255_Veh_vs_H3255_E07","A549_E07_vs_A549_C36","H1975_E07_vs_H1975_C36","A549_Veh_vs_A549_E07","A549_Veh_vs_A549_C36"
"1457","ARPC5",9606,10092,"-","ARC16|dJ127C7.3|p16-Arc","MIM:604227|HGNC:HGNC:708|Ensembl:ENSG00000162704|AllianceGenome:HGNC:708","1","1q25.3","actin related protein 2/3 complex subunit 5","protein-coding","ARPC5","actin related protein 2/3 complex subunit 5","O","actin-related protein 2/3 complex subunit 5|Arp2/3 protein complex subunit p16|actin related protein 2/3 complex, subunit 5, 16kDa|arp2/3 complex 16 kDa subunit",20231106,"-",0.0342236,0.0340366999999999,-0.0822165,-0.0402406,0.135724,-0.0614427,0.0196065,-0.0971086999999999,0.101331,0.077107,-0.0203539,0.0807933
"1458","ARPC5L",9606,81873,"-","ARC16-2","HGNC:HGNC:23366|Ensembl:ENSG00000136950|AllianceGenome:HGNC:23366","9","9q33.3","actin related protein 2/3 complex subunit 5 like","protein-coding","ARPC5L","actin related protein 2/3 complex subunit 5 like","O","actin-related protein 2/3 complex subunit 5-like protein|arp2/3 complex 16 kDa subunit 2|epididymis secretory sperm binding protein",20231010,"-",-0.0386071999999999,-0.0707427,0.0382381,0.143325,-0.122819,0.0354758,-0.00392693,0.0565837,-0.0317355,-0.179195,0.000586643,-0.0311719
"1459","ARPIN",9606,348110,"-","C15orf38","MIM:615543|HGNC:HGNC:28782|Ensembl:ENSG00000242498|AllianceGenome:HGNC:28782","15","15q26.1","actin related protein 2/3 complex inhibitor","protein-coding","ARPIN","actin related protein 2/3 complex inhibitor","O","arpin|UPF0552 protein C15orf38|arp2/3 inhibition protein",20231105,"-",-0.0123647,0.0177002,0.0188968,-0.0798373999999999,0.248232,0.094303,0.0742539,-0.225995,0.0786848,0.070174,-0.130205,-0.0516745
"1460","ARPIN-AP3S2",9606,100526783,"-","ARPIN|C15orf38|C15orf38-AP3S2","HGNC:HGNC:38824|Ensembl:ENSG00000250021|AllianceGenome:HGNC:38824","15","15q26.1","ARPIN-AP3S2 readthrough","protein-coding","ARPIN-AP3S2","ARPIN-AP3S2 readthrough","O","uncharacterized protein LOC100526783|Arp2/3 inhibition protein|C15orf38-AP3S2 readthrough",20231010,"-",-1.27962,0.0798868,-0.0728091,-0.924041,0.488185,0.171433,0.242746,-0.403479,-0.651104,-0.352836,-0.172,-0.824468
"1461","ARPP19",9606,10776,"-","ARPP-16|ARPP-19|ARPP16|ENSAL","MIM:605487|HGNC:HGNC:16967|Ensembl:ENSG00000128989|AllianceGenome:HGNC:16967","15","15q21.2","cAMP regulated phosphoprotein 19","protein-coding","ARPP19","cAMP regulated phosphoprotein 19","O","cAMP-regulated phosphoprotein 19|cAMP-regulated phosphoprotein 19kDa|cyclic AMP phosphoprotein, 19 kD",20231105,"-",0.0269544,0.00698189,-0.0160336,0.109126,-0.16216,-0.0404514,-0.0255887,0.173704,0.0601111,-0.079563,0.0168795,0.0767601
"1462","ARPP19P1",9606,646227,"-","-","HGNC:HGNC:54698|AllianceGenome:HGNC:54698","5","5q35.3","ARPP19 pseudogene 1","pseudo","ARPP19P1","ARPP19 pseudogene 1","O","cAMP regulated phosphoprotein 19kDa pseudogene|cAMP-regulated phosphoprotein 19 pseudogene",20231010,"-",-0.158796,-0.393096,-0.523993,0.386163,-1.64309,-0.655767,-0.13242,1.25524,0.00225695,-0.541793,-0.354087,-0.352859
"1463","ARPP19P2",9606,643896,"-","-","HGNC:HGNC:54699|AllianceGenome:HGNC:54699","2","2q11.2","ARPP19 pseudogene 2","pseudo","ARPP19P2","ARPP19 pseudogene 2","O","cAMP regulated phosphoprotein 19kDa pseudogene",20231010,"-",-1.09273,0.235624,-0.366192,0.287938,-0.0621683,-1.52677,-1.16244,0.301733,0.309929,-1.37565,-0.0988502,0.210298
"1464","ARPP21",9606,10777,"-","ARPP-21|R3HDM3|RCS|TARPP","MIM:605488|HGNC:HGNC:16968|Ensembl:ENSG00000172995|AllianceGenome:HGNC:16968","3","3p22.3","cAMP regulated phosphoprotein 21","protein-coding","ARPP21","cAMP regulated phosphoprotein 21","O","cAMP-regulated phosphoprotein 21|R3H domain containing 3|cAMP regulated phosphoprotein 21kDa|cyclic AMP-regulated phosphoprotein, 21 kD|thymocyte cAMP-regulated phosphoprotein",20231010,"-",0,0,0,0,0,0,0,0,-0.0046843772824073,0,0.0078638957366979,0.760566
"1465","ARR3",9606,407,"-","ARRX|MYP26|cArr","MIM:301770|HGNC:HGNC:710|Ensembl:ENSG00000120500|AllianceGenome:HGNC:710","X","Xq13.1","arrestin 3","protein-coding","ARR3","arrestin 3","O","arrestin-C|C-arrestin|arrestin 3 retinal (X-arrestin)|arrestin 4|retinal cone arrestin-3",20231010,"-",2.21082,-2.12044,-0.012438978864393,1.05297,-2.22394,-0.0109893186156754,0.168872,0.110769,0,1.15797,0.0085599756312146,0.0086041901191135
"1466","ARRB1",9606,408,"-","ARB1|ARR1","MIM:107940|HGNC:HGNC:711|Ensembl:ENSG00000137486|AllianceGenome:HGNC:711","11","11q13.4","arrestin beta 1","protein-coding","ARRB1","arrestin beta 1","O","beta-arrestin-1|arrestin 2|non-visual arrestin-2",20231113,"-",0.0765368,0.0008082339999999,0.14898,-0.0258520999999999,0.13017,0.19189,0.0417401,-0.124818,0.239092,0.105019,0.0866268,0.32546
"1467","ARRB2",9606,409,"-","ARB2|ARR2|BARR2","MIM:107941|HGNC:HGNC:712|Ensembl:ENSG00000141480|AllianceGenome:HGNC:712","17","17p13.2","arrestin beta 2","protein-coding","ARRB2","arrestin beta 2","O","beta-arrestin-2|arrestin 3|non-visual arrestin-3",20231105,"-",0.00239112,0.0397738,-0.163514,-0.00751045,0.272242,-0.124959,0.0374263,-0.227943,0.0861371,0.0125388,-0.014435,0.0715532
"1468","ARRDC1",9606,92714,"-","-","MIM:619768|HGNC:HGNC:28633|Ensembl:ENSG00000197070|AllianceGenome:HGNC:28633","9","9q34.3","arrestin domain containing 1","protein-coding","ARRDC1","arrestin domain containing 1","O","arrestin domain-containing protein 1|alpha-arrestin 1",20231010,"-",-0.115937,-0.00996556,-0.111178,-0.247304,-0.00570857,0.0462359,0.156262,0.000313681,-0.0628428,0.13421,0.0155019,-0.0475635
"1469","ARRDC1-AS1",9606,85026,"-","C9orf37","HGNC:HGNC:23395|Ensembl:ENSG00000203993|AllianceGenome:HGNC:23395","9","9q34.3","ARRDC1 antisense RNA 1","ncRNA","ARRDC1-AS1","ARRDC1 antisense RNA 1","O","AD038",20231010,"-",-0.0940075,0.122061,-0.0190904,0.115332,0.00859018,0.0788896,0.0967732,0.117964,-0.0116135,-0.206737,0.0524843,0.0408704
"1470","ARRDC2",9606,27106,"-","CLONE24945|PP2703","HGNC:HGNC:25225|Ensembl:ENSG00000105643|AllianceGenome:HGNC:25225","19","19p13.11","arrestin domain containing 2","protein-coding","ARRDC2","arrestin domain containing 2","O","arrestin domain-containing protein 2",20231010,"-",0.0243484,-0.0808998,-0.0358965,-0.0466598,0.114231,-0.0103815,0.0243772,-0.190673,0.0748378999999999,0.0735823999999999,-0.0406234,0.0341018
"1471","ARRDC3",9606,57561,"-","TLIMP","MIM:612464|HGNC:HGNC:29263|Ensembl:ENSG00000113369|AllianceGenome:HGNC:29263","5","5q14.3","arrestin domain containing 3","protein-coding","ARRDC3","arrestin domain containing 3","O","arrestin domain-containing protein 3|TBP-2-like inducible membrane protein|alpha-arrestin 3",20231010,"-",0.21823,-0.0377058,0.176532,0.188889,-0.291643,0.220234,0.042518,0.258463,0.0229801,0.0319683,-0.0251126,-0.00228713
"1472","ARRDC3-AS1",9606,100129716,"-","-","HGNC:HGNC:44145|Ensembl:ENSG00000281357|AllianceGenome:HGNC:44145","5","5q14.3","ARRDC3 antisense RNA 1","ncRNA","ARRDC3-AS1","ARRDC3 antisense RNA 1","O","ARRDC3 antisense RNA 1 (non-protein coding)",20231010,"-",-0.299211,0.0574244,-0.511827,-0.683966,0.418504,-0.733684,-0.223224,-0.356374,0.438405,0.387243,-0.401095,0.0365789
"1473","ARRDC4",9606,91947,"-","-","MIM:619788|HGNC:HGNC:28087|Ensembl:ENSG00000140450|AllianceGenome:HGNC:28087","15","15q26.2","arrestin domain containing 4","protein-coding","ARRDC4","arrestin domain containing 4","O","arrestin domain-containing protein 4",20231015,"-",-0.0876567,-0.202861,-0.221692,0.0132339,-0.0468395999999999,-0.189387,0.0311658,-0.151511,-0.0355871999999999,-0.0981771,-0.584293,-0.619862
"1474","ARRDC5",9606,645432,"-","-","HGNC:HGNC:31407|Ensembl:ENSG00000205784|AllianceGenome:HGNC:31407","19","19p13.3","arrestin domain containing 5","protein-coding","ARRDC5","arrestin domain containing 5","O","arrestin domain-containing protein 5",20231010,"-",-1.20842,-0.132732,0.872421,-1.35495,-0.811517,-0.573711,-1.44696,0.682094,1.2997,0.150588,-2.78121,-1.48014
"1475","ARSA",9606,410,"-","ASA|MLD","MIM:607574|HGNC:HGNC:713|Ensembl:ENSG00000100299|AllianceGenome:HGNC:713","22","22q13.33","arylsulfatase A","protein-coding","ARSA","arylsulfatase A","O","arylsulfatase A|cerebroside-sulfatase|epididymis secretory sperm binding protein",20231106,"-",0.118385,0.0598281999999999,-0.026611,-0.089889,0.238162,0.117042,0.142489,-0.173773,-0.0674138999999999,0.211034,0.0234167,-0.0440869
"1476","ARSB",9606,411,"-","ASB|G4S|MPS6","MIM:611542|HGNC:HGNC:714|Ensembl:ENSG00000113273|AllianceGenome:HGNC:714","5","5q14.1","arylsulfatase B","protein-coding","ARSB","arylsulfatase B","O","arylsulfatase B|N-acetylgalactosamine-4-sulfatase",20231010,"-",0.0340877,0.148224,0.0833804,0.107711,-0.107896,0.0269935,-0.0575703,0.260594,-0.0483333,-0.0710205,0.0573416999999999,0.00886094
"1477","ARSD",9606,414,"-","ASD","MIM:300002|HGNC:HGNC:717|Ensembl:ENSG00000006756|AllianceGenome:HGNC:717","X","Xp22.33","arylsulfatase D","protein-coding","ARSD","arylsulfatase D","O","arylsulfatase D|testis tissue sperm-binding protein Li 39a",20231010,"-",0.0300526999999999,0.0959338999999999,-0.00513814,-0.312635,0.369612,0.0614,0.0653772,-0.269054,0.0321705,0.345329,-0.0497499,-0.0178075
"1478","ARSD-AS1",9606,100506356,"-","-","HGNC:HGNC:40085|Ensembl:ENSG00000229851|AllianceGenome:HGNC:40085","X","Xp22.33","ARSD antisense RNA 1","ncRNA","ARSD-AS1","ARSD antisense RNA 1","O","ARSD antisense RNA 1 (non-protein coding)",20231010,"-",-2.24656,-0.243107,2.08282,-0.902743,0.270524,3.15415,1.06831,-0.510136,0.893888,-1.34,-1.20024,-0.304962
"1479","ARSDP1",9606,10034,"-","ARSDP|ARSDY1","HGNC:HGNC:718|AllianceGenome:HGNC:718","Y","Yq11.21","arylsulfatase D pseudogene 1","pseudo","ARSDP1","arylsulfatase D pseudogene 1","O","arylsulfatase D, Y-linked, pseudogene 1",20231010,"-",0.0924543999999999,0,-0.22847,1.58841,0,-0.382476,-0.155347,0,0.273003,-1.49384,-0.0621645999999999,0.210296
"1480","ARSFP1",9606,23757,"-","ARSFP","HGNC:HGNC:722|Ensembl:ENSG00000232226|AllianceGenome:HGNC:722","Y","Yq11.21","arylsulfatase F pseudogene 1","pseudo","ARSFP1","arylsulfatase F pseudogene 1","O","-",20231010,"-",0,0,0,0,0,0,0,0,0.002043269643471,0,-0.0020267596631299,0
"1481","ARSG",9606,22901,"-","USH4","MIM:610008|HGNC:HGNC:24102|Ensembl:ENSG00000141337|AllianceGenome:HGNC:24102","17","17q24.2","arylsulfatase G","protein-coding","ARSG","arylsulfatase G","O","arylsulfatase G|ASG|N-sulfoglucosamine-3-sulfatase",20231010,"-",-0.0762288,0.206056,-0.0203697,0.0219639999999999,0.509377,-0.0589713,-0.0397539,-0.299051,-0.0148093999999999,-0.0954566,0.238589,0.223367
"1482","ARSH",9606,347527,"-","sulfatase","MIM:300586|HGNC:HGNC:32488|Ensembl:ENSG00000205667|AllianceGenome:HGNC:32488","X","Xp22.33","arylsulfatase family member H","protein-coding","ARSH","arylsulfatase family member H","O","arylsulfatase H|ASH",20231010,"-",0.552199,-0.0585039,-0.015260764141253,0.287776,-0.189529,-0.0054097613844803,1.49018,0.135508,0,0.267445,0,0
"1483","ARSI",9606,340075,"-","ASI|SPG66","MIM:610009|HGNC:HGNC:32521|Ensembl:ENSG00000183876|AllianceGenome:HGNC:32521","5","5q32","arylsulfatase family member I","protein-coding","ARSI","arylsulfatase family member I","O","arylsulfatase I",20231010,"-",0.0379213,-1.51424,-0.0542593,-0.228188,-1.38626,-0.0438238,0.00926122,-0.124367,0.182124,0.268837,-0.27916,-0.0974192
"1484","ARSJ",9606,79642,"-","ASJ","MIM:610010|HGNC:HGNC:26286|Ensembl:ENSG00000180801|AllianceGenome:HGNC:26286","4","4q26","arylsulfatase family member J","protein-coding","ARSJ","arylsulfatase family member J","O","arylsulfatase J",20231010,"-",0.124936,0.117125,0.252157,0.233374,-0.0810737,0.174346,-0.0789697999999999,0.202753,0.00341309,-0.105829,0.0720703999999999,0.0752624
"1485","ARSK",9606,153642,"-","MPS10|TSULF","MIM:610011|HGNC:HGNC:25239|Ensembl:ENSG00000164291|AllianceGenome:HGNC:25239","5","5q15","arylsulfatase family member K","protein-coding","ARSK","arylsulfatase family member K","O","arylsulfatase K|ASK|glucuronate-2-sulfatase|telethon sulfatase",20231010,"-",0.0959813,-0.0271837999999999,-0.0213617,0.278341,-0.193676,-0.0860676,-0.0659249,0.171064,0.0143533,-0.179689,0.00326143,0.0173665
"1486","ARSL",9606,415,"-","ARSE|ASE|CDPX|CDPX1|CDPXR","MIM:300180|HGNC:HGNC:719|Ensembl:ENSG00000157399|AllianceGenome:HGNC:719","X","Xp22.33","arylsulfatase L","protein-coding","ARSL","arylsulfatase L","O","arylsulfatase L|arylsulfatase E (chondrodysplasia punctata 1)",20231010,"-",0.318552,-0.504646,-0.0210118,-0.0875891999999999,-0.547037,0.174477,0.194343,0.0461161,-0.0326582999999999,0.408603,-0.0119317,-0.0447696999999999
"1487","ARSLP1",9606,10033,"-","ARSEP|ARSEP1","HGNC:HGNC:720|AllianceGenome:HGNC:720","Y","Yq11.21","arylsulfatase L pseudogene 1","pseudo","ARSLP1","arylsulfatase L pseudogene 1","O","arylsulfatase E (chondrodysplasia punctata 1) pseudogene|arylsulfatase E pseudogene 1",20231010,"-",0,0,0.0136503999999999,0,0,-0.403236,-0.417632,0,0.630231,0,-0.0762822,0.552681
"1488","ART1",9606,417,"-","ART2|ARTC1|CD296|RT6","MIM:601625|HGNC:HGNC:723|Ensembl:ENSG00000129744|AllianceGenome:HGNC:723","11","11p15.4","ADP-ribosyltransferase 1","protein-coding","ART1","ADP-ribosyltransferase 1","O","GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1|ADP-ribosyltransferase 2|ADP-ribosyltransferase C2 and C3 toxin-like 1|mono(ADP-ribosyl)transferase 1",20231010,"-",-1.94372,0,0.873353,0.216804,0,0.0352207432957621,0.0194477215602856,0,1.06402,-2.15917,0.571379,1.63627
"1489","ART2P",9606,418,"-","ART1P|ARTC2AP|RT6","HGNC:HGNC:724|AllianceGenome:HGNC:724","11","11q13.4","ADP-ribosyltransferase 2, pseudogene","pseudo","ART2P","ADP-ribosyltransferase 2, pseudogene","O","ADP-ribosyltransferase 2 (RT6 antigen homolog, rat), pseudogene|ADP-ribosyltransferase 2 pseudogene (RT6 antigen homolog, rat)|RT6 antigen homolog",20231010,"-",0,0,0.0257491822895312,0,0,0.0255825129668743,0,0,0,0,0,0
"1490","ART3",9606,419,"-","ARTC3","MIM:603086|HGNC:HGNC:725|Ensembl:ENSG00000156219|AllianceGenome:HGNC:725","4","4q21.1|4p15.1-p14","ADP-ribosyltransferase 3 (inactive)","protein-coding","ART3","ADP-ribosyltransferase 3 (inactive)","O","ecto-ADP-ribosyltransferase 3|ADP-ribosyltransferase C2 and C3 toxin-like 3|NAD(P)(+)--arginine ADP-ribosyltransferase 3|mono(ADP-ribosyl)transferase 3|mono-ADP-ribosyltransferase",20231010,"-",-0.14368,0,1.9505,0.0104441207159996,0.0206404460108855,0.621873,-1.33,-0.0204047679660747,-0.0241813610935429,-0.0115460464089286,0.012350754674898,-0.96414
"1491","ART4",9606,420,"-","ARTC4|CD297|DO|DO/ART4|DOK1","MIM:110600|HGNC:HGNC:726|Ensembl:ENSG00000111339|AllianceGenome:HGNC:726","12","12p12.3","ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)","protein-coding","ART4","ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)","O","ecto-ADP-ribosyltransferase 4|ADP-ribosyltransferase 4 (DO blood group)|ADP-ribosyltransferase 4 (Dombrock blood group)|ADP-ribosyltransferase C2 and C3 toxin-like 4|Do glycoprotein|Dombrock blood group carrier molecule|Dombrock glycoprotein|NAD(+)--protein-arginine ADP-ribosyltransferase 4|NAD(P)(+)--arginine ADP-ribosyltransferase 4|mono-ADP-ribosyltransferase 4",20231010,"-",-0.0026183934162189,0,0.367664,-0.0063598887846607,0.0071405343937901,-1.68045,-2.04944,-0.0070555029496539,-0.249621,1.27907,-0.020913625062047,-0.0248809018079843
"1492","ART5",9606,116969,"-","ARTC5","MIM:610625|HGNC:HGNC:24049|Ensembl:ENSG00000167311|AllianceGenome:HGNC:24049","11","11p15.4","ADP-ribosyltransferase 5","protein-coding","ART5","ADP-ribosyltransferase 5","O","ecto-ADP-ribosyltransferase 5|ADP-ribosyltransferase C2 and C3 toxin-like 5|NAD(P)(+)--arginine ADP-ribosyltransferase 5|mono(ADP-ribosyl)transferase 5",20231010,"-",0.00341262,-0.0422075408902777,0.133198,-0.543769,0.396748,0.608065,0.473829,-0.0553326968192101,0.306994,0.549811,-0.288638,0.0179109
"1493","ARTN",9606,9048,"-","ART|ENOVIN|EVN|NBN","MIM:603886|HGNC:HGNC:727|Ensembl:ENSG00000117407|AllianceGenome:HGNC:727","1","1p34.1","artemin","protein-coding","ARTN","artemin","O","artemin|neublastin",20231010,"-",0.199573,0.105099,0.0517266,0.282788,-0.0938454,0.008186,-0.0447409,0.20351,0.861228,-0.0805462,0.0678433,0.929398
"1494","ARV1",9606,64801,"-","DEE38|EIEE38","MIM:611647|HGNC:HGNC:29561|Ensembl:ENSG00000173409|AllianceGenome:HGNC:29561","1","1q42.2","ARV1 homolog, fatty acid homeostasis modulator","protein-coding","ARV1","ARV1 homolog, fatty acid homeostasis modulator","O","protein ARV1",20231010,"-",0.0787387,0.00581775,-0.0292824,0.206773,-0.206026,0.0202445,0.0483051,0.216449,-0.00215353,-0.125346,-0.0146197999999999,-0.0169264999999999
"1495","ARVCF",9606,421,"-","-","MIM:602269|HGNC:HGNC:728|Ensembl:ENSG00000099889|AllianceGenome:HGNC:728","22","22q11.21","ARVCF delta catenin family member","protein-coding","ARVCF","ARVCF delta catenin family member","O","splicing regulator ARVCF|armadillo repeat gene deleted in velocardiofacial syndrome|armadillo repeat protein deleted in velo-cardio-facial syndrome",20231010,"-",0.0967898999999999,-0.208476,-0.373475,-0.157094,0.0168824999999999,0.146956,0.519212,-0.220744,0.137927,0.256753,-0.00892952,0.128815
"1496","ARX",9606,170302,"-","CT121|EIEE1|ISSX|MRX29|MRX32|MRX33|MRX36|MRX38|MRX43|MRX54|MRX76|MRX87|MRXS1|PRTS","MIM:300382|HGNC:HGNC:18060|Ensembl:ENSG00000004848|AllianceGenome:HGNC:18060","X","Xp21.3","aristaless related homeobox","protein-coding","ARX","aristaless related homeobox","O","homeobox protein ARX|aristaless-related homeobox, X-linked|cancer/testis antigen 121",20231010,"-",0.34575,0.0456943,-0.0555101,-0.23188,0.999258,0.184661,0.239163,-0.948724,-0.226749,0.581444,-0.189788,-0.416682
"1497","AS-PTPRE",9606,105378553,"-","-","-","10","10q26.2","lncRNA antisense to PTPRE protein-coding gene","ncRNA","-","-","-","-",20231010,"-",-0.0346811348284831,0.225255,0.0289343058440358,-0.0628144261261352,2.15938,1.10809,-0.0134890731390295,-1.92993,0.0124598898382181,0.866669,-0.0123594371585758,0
"1498","AS3MT",9606,57412,"-","CYT19","MIM:611806|HGNC:HGNC:17452|Ensembl:ENSG00000214435|AllianceGenome:HGNC:17452","10","10q24.32","arsenite methyltransferase","protein-coding","AS3MT","arsenite methyltransferase","O","arsenite methyltransferase|S-adenosyl-L-methionine:arsenic(III) methyltransferase|S-adenosylmethionine:arsenic (III) methyltransferase|arsenic (+3 oxidation state) methyltransferase|methylarsonite methyltransferase|methyltransferase cyt19",20231106,"-",-0.367533,0.842772,0,-0.209011,1.35091,0,0,-0.501929,0.288188,-0.155738,-0.0679031,0.220129
"1499","ASAH1",9606,427,"-","AC|ACDase|ASAH|PHP|PHP32|SMAPME","MIM:613468|HGNC:HGNC:735|Ensembl:ENSG00000104763|AllianceGenome:HGNC:735","8","8p22","N-acylsphingosine amidohydrolase 1","protein-coding","ASAH1","N-acylsphingosine amidohydrolase 1","O","acid ceramidase|N-acylethanolamine hydrolase ASAH1|N-acylsphingosine amidohydrolase (acid ceramidase) 1|acid CDase|acylsphingosine deacylase|putative 32 kDa heart protein",20231010,"-",0.0258867999999999,-0.0379071999999999,-0.0466795,-0.170453,0.110203,-0.0517172,-0.00620205,-0.143541,0.0804608,0.199023,-0.0865441,-0.00620786
"1500","ASAH1-AS1",9606,101929066,"-","-","HGNC:HGNC:55603|Ensembl:ENSG00000245281|AllianceGenome:HGNC:55603","8","8p22","ASAH1 antisense RNA 1","ncRNA","ASAH1-AS1","ASAH1 antisense RNA 1","O","-",20231010,"-",-0.145512,-0.410921,-0.650729,-0.124947,0.0350182,-0.259256,0.390189,-0.440874,0.12517,-0.0184082,-0.246619,-0.121388
"1501","ASAH2",9606,56624,"-","BCDase|HNAC1|LCDase|N-CDase|NCDase","MIM:611202|HGNC:HGNC:18860|Ensembl:ENSG00000188611|AllianceGenome:HGNC:18860","10","10q11.23","N-acylsphingosine amidohydrolase 2","protein-coding","ASAH2","N-acylsphingosine amidohydrolase 2","O","neutral ceramidase|N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2|acylsphingosine deacylase 2|mitochondrial ceramidase|neutral/alkaline ceramidase|non-lysosomal ceramidase",20231010,"-",0.0111757,-0.236006,-0.229068,-0.125012,0.00410428,-0.0144073999999999,0.21343,-0.235529,-0.200418,0.139463,0.279646,0.0787002
"1502","ASAH2B",9606,653308,"-","ASAH2C|ASAH2L|bA449O16.3|bA98I6.3","MIM:610987|HGNC:HGNC:23456|Ensembl:ENSG00000204147|AllianceGenome:HGNC:23456","10","10q11.23","N-acylsphingosine amidohydrolase 2B","protein-coding","ASAH2B","N-acylsphingosine amidohydrolase 2B","O","putative inactive neutral ceramidase B|ASAH2-like protein|N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B|putative inactive N-acylsphingosine amidohydrolase 2B|putative inactive non-lysosomal ceramidase B",20231010,"-",0.101974,-0.0106605,0.0336384,0.048783,-0.105384,-0.0468838,-0.081773,0.099357,0.0156945,0.0556469,-0.13413,-0.118647
