gene	cell_line	condition	regulation	p_value	q_value	A549_C36_vs_Veh	A549_E07_vs_C36	A549_E07_vs_Veh	H1975_C36_vs_Veh	H1975_E07_vs_C36	H1975_E07_vs_Veh	H3255_C36_vs_Veh	H3255_E07_vs_C36	H3255_E07_vs_Veh	H820_C36_vs_Veh	H820_E07_vs_C36	H820_E07_vs_Veh
TRPC1	H3255	E07_vs_Veh	upregulated	0.0012	0.0110007									0.716096			
TRPV4	H3255	E07_vs_Veh	upregulated	0.00115	0.0106346									0.652452			
TRU-TCA1-1	H3255	E07_vs_C36	downregulated	0.00145	0.0133036												
TRU-TCA1-1	H3255	E07_vs_Veh	downregulated	0.00145	0.0127114												
TSC22D3	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.592762				
TSEN34-8	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	2.01785											
TSEN34-8	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.86935										
TSEN34-8	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					2.52754							
TSEN34-8	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						2.41333						
TSEN34-8	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							2.03205					
TSEN34-8	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.47577			
TSNARE1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.595585			
TSNAXIP1	H1975	E07_vs_Veh	upregulated	0.0017	0.0324665						0.556226						
TSPAN10	H3255	E07_vs_C36	upregulated	0.00045	0.00508841								0.876718				
TSPAN32	H820	C36_vs_Veh	downregulated	0.0013	0.0460962										-1.29739		
TSPAN33	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.615737							
TSSK5P	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							0.612115					
TSSK5P	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.716283			
TTC22	H3255	E07_vs_Veh	upregulated	0.00435	0.0304904									0.598639			
TTC39A	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.637975				
TTC39A	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.6413770000000001			
TTC3P1	H3255	E07_vs_Veh	upregulated	0.00125	0.0113085									0.5155810000000001			
TTC5	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-0.839327									
TTC5	H3255	C36_vs_Veh	upregulated	0.00075	0.0432648							0.646678					
TTC5	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.83928				
TTLL1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.01288				
TTLL1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.30146			
TTYH2	H3255	E07_vs_C36	upregulated	0.0025	0.0206013								0.5807770000000001				
TUBA4A	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.5817399999999999			
TUBAP13	H1975	E07_vs_C36	upregulated	0.00175	0.0315668					0.522996							
TUBAP13	H1975	E07_vs_Veh	upregulated	0.00125	0.0261176						0.58036						
TUBAP2-2	H3255	E07_vs_C36	downregulated	0.0001	0.00143002								-0.878848				
TUBAP2-2	H3255	E07_vs_Veh	downregulated	0.0021	0.0171563									-0.720303			
TUBB3	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.536995			
TUBB8B	H3255	E07_vs_Veh	upregulated	0.0054	0.036231									0.936303			
TUBBP2	H3255	E07_vs_Veh	downregulated	0.0017	0.0144783									-0.521365			
TUBGCP5-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	2.12321											
TUBGCP5-3	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-1.08534											
TUBGCP5-3	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-1.64809									
TUBGCP5-3	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.1895							
TUBGCP5-3	H1975	E07_vs_Veh	downregulated	0.00085	0.0195266						-0.916516						
TUBGCP5-3	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										2.80787		
TUBGCP5-3	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												2.79314
TXNDC17	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.586648			
TXNIP	A549	C36_vs_Veh	upregulated	0.0008	0.0294311	0.525179											
TXNP4	H3255	E07_vs_C36	downregulated	0.0066	0.04441								-0.541484				
TXNP4	H3255	E07_vs_Veh	downregulated	0.00015	0.00192713									-0.8338610000000001			
U2AF1	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	3.14072											
U2AF1	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-3.5980800000000004										
U2AF1	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-3.39679							
U2AF1	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-3.19618						
U2AF1	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-0.8392059999999999					
U2AF1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-2.10381				
U2AF1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-2.94613			
U2AF1	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-2.14786		
U2AF1	H820	E07_vs_C36	upregulated	5e-05	0.00471417											3.0975200000000003	
U2AF1	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.950324
UBA2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-3.15143								
UBA2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					2.56965							
UBA2	H1975	E07_vs_Veh	downregulated	0.00285	0.0468355						-0.584654						
UBA2-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.25902								
UBA2-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-2.23695							
UBA2-2	H1975	E07_vs_Veh	downregulated	0.00015	0.00493931						-0.981964						
UBA2-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.61225	
UBA7	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.5785640000000001											
UBD-3	H820	C36_vs_Veh	upregulated	0.0006	0.0249269										0.8200350000000001		
UBD-3	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.01741
UBE2A	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-1.00007											
UBE2A	A549	E07_vs_C36	upregulated	5e-05	0.00476088		1.1629										
UBE2A	H3255	C36_vs_Veh	downregulated	0.00035	0.0230867							-0.8269059999999999					
UBE2A	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.88522				
UBE2A	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.05399			
UBE2A	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.9928		
UBE2A	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.01921	
UBE2A	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.975533
UBE2C	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.632195			
UBE2H	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.590599				
UBE2H	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.583187			
UBE2SP2	H3255	E07_vs_C36	downregulated	0.0057	0.0397322								-0.701971				
UBE2SP2	H3255	E07_vs_Veh	downregulated	0.0058	0.0383143									-0.713439			
UBL7-2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-1.7507400000000002											
UBL7-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		2.62218										
UBL7-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.871394									
UBL7-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.90263							
UBL7-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.7567400000000002						
UBL7-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.15845					
UBL7-2	H3255	E07_vs_Veh	upregulated	0.0009	0.00866681									0.7709050000000001			
UBL7-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.16024		
UBL7-2	H820	E07_vs_C36	upregulated	0.0001	0.00897937											0.650671	
UBL7-2	H820	E07_vs_Veh	downregulated	0.0002	0.0100764												-0.508156
UBR7	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.887074											
UBR7	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-0.99254										
UBR7	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-1.35976								
UBR7	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.95613							
UBR7	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.593851						
UBR7	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.02244		
UCK2	H3255	E07_vs_C36	downregulated	0.00015	0.00200108								-0.569067				
UCK2	H3255	E07_vs_Veh	downregulated	0.00095	0.0090711									-0.572014			
UGT1A1	A549	C36_vs_Veh	upregulated	0.0004	0.0173351	0.822016											
UGT1A6	H1975	E07_vs_Veh	upregulated	0.00235	0.0407558						1.49795						
ULBP1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.86121				
ULBP1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.758563			
UNC13B	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.560701				
UNC13B	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.534419			
UNC93A	H1975	E07_vs_C36	upregulated	0.00155	0.0287292					0.6520600000000001							
UPK2	H1975	E07_vs_C36	upregulated	0.00305	0.0477333					0.739153							
UPK2	H1975	E07_vs_Veh	upregulated	0.0021	0.0375709						0.811447						
UPK2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.750054				
UPK2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.891767			
UPK3B	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-0.5450010000000001											
UPK3B	H3255	E07_vs_C36	upregulated	0.005	0.0358779								0.787057				
UPP1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.6923020000000001				
UPP1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.711997			
UQCRC2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	3.3962											
UQCRC2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.55692										
UQCRC2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			1.8403									
UQCRC2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-0.753741								
UQCRC2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.89715							
UQCRC2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-2.65145						
UQCRC2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							4.1224					
UQCRC2	H3255	E07_vs_C36	downregulated	0.0001	0.00143002								-0.5779920000000001				
UQCRC2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									3.5400400000000003			
UQCRC2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-3.43969		
UQCRC2	H820	E07_vs_C36	upregulated	0.0007	0.0484886											0.940159	
UQCRC2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-2.49873
UQCRC2-2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-0.98714											
UQCRC2-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		2.0091900000000003										
UQCRC2-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			1.02234									
UQCRC2-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.00675								
UQCRC2-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.8623120000000001							
UQCRC2-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.52282				
UQCRC2-2	H3255	E07_vs_Veh	downregulated	0.0002	0.00247709									-1.32392			
UQCRC2-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										0.5884510000000001		
UQCRC2-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-2.89337	
UQCRC2-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-2.30311
UQCRFS1P1	A549	E07_vs_C36	upregulated	5e-05	0.00476088		0.582796										
UQCRFS1P1	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-0.6010850000000001								
UQCRFS1P1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.739921							
UQCRFS1P1	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-0.514181	
USH1G	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.561087				
USP16-2	A549	C36_vs_Veh	downregulated	0.0002	0.00965306	-0.7484609999999999											
USP16-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		1.62117										
USP16-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.8742700000000001									
USP16-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				2.29983								
USP16-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-2.08306							
USP16-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							2.17042					
USP16-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.19895				
USP16-2	H3255	E07_vs_Veh	upregulated	0.0004	0.00444972									0.967665			
USP16-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-0.756351	
USP16-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-1.04992
USP2-AS1	H1975	E07_vs_Veh	downregulated	0.0004	0.0112147						-0.744626						
USP44	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.5339020000000001				
UTP4-2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-2.94177											
UTP4-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		2.24894										
UTP4-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-1.65785								
UTP4-2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.5240200000000002						
UTP4-2	H3255	C36_vs_Veh	downregulated	0.0001	0.00773911							-2.4088700000000003					
UTP4-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								2.5657				
UTP4-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-4.045		
UTP4-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											2.23009	
UTP4-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-1.8143
VAMP5	H1975	E07_vs_Veh	upregulated	0.00105	0.0230069						0.84119						
VAMP7	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.11044		
VAMP7	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.05866	
VARS1-5	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-1.93871											
VARS1-5	A549	E07_vs_C36	upregulated	5e-05	0.00476088		2.08902										
VARS1-5	H1975	E07_vs_Veh	upregulated	0.00015	0.00493931						0.557592						
VARS1-5	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.686443
VIM	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.965635				
VIM	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.6717609999999999			
VIPR1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.6756489999999999							
VPS11	A549	C36_vs_Veh	upregulated	0.0008	0.0294311	0.7861670000000001											
VPS11	A549	E07_vs_Veh	upregulated	0.0005	0.0322089999999999			0.813639									
VPS11	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.8685809999999999				
VPS28	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-2.45358										
VPS28	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-2.55737									
VPS28	H1975	C36_vs_Veh	upregulated	0.0003	0.0240688				2.00814								
VPS28	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						2.4391						
VPS28	H820	E07_vs_C36	upregulated	5e-05	0.00471417											2.04556	
VPS28	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												2.1968400000000003
VPS28-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.603006
VPS37D	H820	C36_vs_Veh	downregulated	0.0001	0.00528513										-1.08663		
VSIG1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.44842				
VSIG1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.71867			
VSIR	H3255	E07_vs_C36	upregulated	0.00015	0.00200108								0.512133				
VSTM5	H3255	E07_vs_C36	upregulated	0.0012	0.0113261								0.613133				
VSTM5	H3255	E07_vs_Veh	upregulated	0.00125	0.0113085									0.7567189999999999			
VTCN1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.76232							
VTCN1	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.45869						
VTCN1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.908466				
VTCN1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.791082			
VTCN1	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-0.67592		
VTN	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.577836							
VTN	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.697008						
VWA2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.744583				
VWA2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.561589			
WASF3	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.558315			
WASF4P	H820	E07_vs_Veh	downregulated	0.00015	0.00783808												-0.914605
WASH2P	H3255	E07_vs_C36	upregulated	0.00275	0.022218								0.7017899999999999				
WASH2P	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.999601			
WASH3P-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	1.42531											
WASH3P-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.2833								
WASH3P-2	H1975	E07_vs_C36	upregulated	0.00235	0.0391227					0.547667							
WASH3P-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.82849						
WASH3P-2	H3255	C36_vs_Veh	upregulated	0.0002	0.0144083							0.992856					
WASH3P-2	H3255	E07_vs_Veh	upregulated	0.0002	0.00247709									1.07805			
WASH3P-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.01125	
WASH3P-2	H820	E07_vs_Veh	downregulated	0.0006	0.0257679												-0.813671
WASH7P	H820	C36_vs_Veh	downregulated	0.0001	0.00528513										-0.5661619999999999		
WASH8P	H1975	E07_vs_C36	downregulated	0.0003	0.00788153					-1.86751							
WASH8P	H3255	E07_vs_Veh	upregulated	0.0051	0.0346586									1.0532			
WASH8P	H820	C36_vs_Veh	upregulated	0.0002	0.00957077										1.4811		
WASHC1	H820	E07_vs_Veh	upregulated	0.0002	0.0100764												0.672967
WASHC2C	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.526116			
WASIR2	H3255	E07_vs_Veh	upregulated	0.00665	0.0425971									0.814253			
WBP1P1	H1975	E07_vs_Veh	upregulated	0.0001	0.00359652						0.675176						
WDR31	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.52108							
WDR45-2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-3.17047											
WDR45-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		2.32143										
WDR45-2	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-0.850424									
WDR45-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-3.26622								
WDR45-2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-3.22282						
WDR45-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-2.55082		
WDR45-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											3.31402	
WDR45-2	H820	E07_vs_Veh	upregulated	0.0003	0.0143439												0.764582
WDR46-4	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-4.1159											
WDR46-4	A549	E07_vs_C36	upregulated	5e-05	0.00476088		2.7808										
WDR46-4	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-1.3329									
WDR46-4	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-1.6513400000000005								
WDR46-4	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.44829							
WDR46-4	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.16208					
WDR46-4	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-2.81503				
WDR46-4	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.65645			
WDR46-5	H1975	E07_vs_Veh	downregulated	0.00015	0.00493931						-2.38308						
WDR81-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.56384						
WDR81-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										0.9002549999999999		
WDR81-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.126	
WNT10B	H3255	E07_vs_C36	downregulated	0.0004	0.00460386								-0.721029				
WNT4	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.816467				
WNT4	H3255	E07_vs_Veh	upregulated	0.00805	0.0491407									0.514116			
WNT5B	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-0.616356					
WNT5B	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.12476				
WNT5B	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.504043			
WNT9A	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.521829				
WNT9A	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.562369			
XAGE1A	A549	E07_vs_C36	upregulated	5e-05	0.00476088		3.987										
XAGE1A	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			4.0575									
XAGE1A	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							4.33223					
XAGE1A	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-4.64175				
XAGE1A	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-2.0129200000000003		
XAGE1A	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-1.72193
XAGE1B	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-3.38568											
XAGE1B	A549	E07_vs_C36	upregulated	5e-05	0.00476088		4.33801										
XAGE1B	A549	E07_vs_Veh	upregulated	0.00035	0.0240494			0.954505									
XAGE1B	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				2.89074								
XAGE1B	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						2.73502						
XAGE1B	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										3.51815		
XAGE1B	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												2.73749
XDH	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.5357529999999999							
XDH	H1975	E07_vs_Veh	downregulated	0.00015	0.00493931						-0.581647						
XKR3	H1975	E07_vs_C36	upregulated	0.00295	0.0466692					0.5689							
XPR1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.554113			
YBX2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.8962399999999999							
YBX2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.31242						
YJEFN3	A549	C36_vs_Veh	upregulated	0.0013	0.0432159	0.591279											
YPEL1	H3255	E07_vs_C36	upregulated	0.00675	0.0451364								0.583712				
YPEL1	H3255	E07_vs_Veh	upregulated	0.0009	0.00866681									0.7071970000000001			
YPEL2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.544203							
YPEL2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.50196				
YPEL2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.41155			
YPEL3	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.57849							
YPEL3	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.616021						
