"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"leadingEdge"
"GOBP_AMIDE_METABOLIC_PROCESS"	0.216269841269841	0.51021052631579	0.130777137971974	0.332842385792856	1.25498539364352	10	
