gene,H1975_Veh_vs_H1975_C36,H3255_Veh_vs_H3255_C36,H820_Veh_vs_H820_E07,H1975_Veh_vs_H1975_E07,H3255_E07_vs_H3255_C36,H820_Veh_vs_H820_C36,H820_E07_vs_H820_C36,H3255_Veh_vs_H3255_E07,A549_E07_vs_A549_C36,H1975_E07_vs_H1975_C36,A549_Veh_vs_A549_E07,A549_Veh_vs_A549_C36
DHRS4-AS1,-1.02231,0.16306600000000002,-0.107797,-1.1633200000000001,0.131241,0.33949,0.445954,0.0360803,-0.345666,0.145311,-0.100463,-0.447317
DHRS4-AS1-2,-0.008629358643401,0.600371,0.0,-0.0044237416914363,-0.313446,0.0,0.0,0.917381,-0.0204740388335968,-0.96864,0.0054135558393716,-1.9151799999999999
DHRS4L1,1.02109,2.77825,-0.788963,-0.519026,2.87983,-0.573485,0.214446,-0.0962606999999999,0.1052369999999999,1.5422,-1.7205700000000002,-1.61784
DHRS4L1-2,0.0145258351619356,0.0,1.16511,0.0145882479911282,0.0,0.0303651791965204,0.0136877135383275,0.0,0.0,0.0,0.0,0.0
DHRS4L2,0.192237,0.101354,-2.23073,-0.4642699999999999,-0.311231,-0.966182,1.26355,0.4171829999999999,0.0188085999999999,0.6605260000000001,1.22176,1.24041
DHRS4L2-2,2.37336,-0.543235,1.49561,3.20897,-0.410988,0.0941704,-1.40248,-0.127327,1.65631,-0.835283,-0.665529,0.9889049999999999
DHRS7,0.0408894999999999,0.0616785999999999,0.0459796,-0.0408811999999999,0.0897651999999999,0.1521809999999999,0.10503900000000001,-0.0235484,0.0202567,0.0843925,-0.041036300000000005,-0.0209998
DHRS7B,-0.0134951,0.123671,-0.0341018,0.062410900000000005,0.251577,-0.0555943,-0.022638400000000003,-0.1234099999999999,0.0802491999999999,-0.0732515,-0.1079329999999999,-0.0275863
DHRS7C,-0.0115625909291145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0116132823867152,0.0,0.0
DHRS9,0.48831800000000003,0.155225,0.105127,-0.287605,0.073055,0.224194,0.117815,0.0865285,-0.333885,0.778767,0.0336279,-0.30062
DHRSX-2,0.8545450000000001,2.67272,-1.62205,0.559912,-0.0973503,0.313681,1.9347,2.77422,0.363356,0.295607,-2.45785,-2.09337
DHTKD1,-0.0498779,-0.0948524999999999,0.0597028,-0.0142886,-0.0255046999999999,0.0276757999999999,-0.0332029,-0.0647515,-0.0228072,-0.03288680000000001,0.00485115,-0.018187900000000003
DHX15,0.0885031999999999,-0.0145597999999999,0.0144576,0.274169,-0.230792,-0.0454,-0.0610201,0.22082800000000002,0.0345163,-0.183029,-0.00676634,0.0274991
DHX16,0.0469096,0.48366800000000004,0.222602,0.574274,0.504191,1.45113,1.22714,-0.0159132,-1.22464,-0.525087,0.857426,-0.3686239999999999
DHX16-5,-1.53464,-0.6696840000000001,-0.0636351,1.25231,-0.652454,0.0180417357644237,0.0189420491516227,-0.012823300000000001,-0.0079287926573672,-2.78471,0.0,-0.0078893497961845
DHX16-7,0.581785,-0.483904,-0.531687,0.297854,0.172802,-0.6769689999999999,-0.145848,-0.652092,0.268663,0.286952,0.0566155999999999,0.325096
DHX16-8,0.0048598767361675,-0.0027738415717089,0.0059762463760158,0.9053610000000001,-0.0028070746317237,0.0059409310919813,0.0,0.0,-0.0034092120383948,0.0026166941219718,0.0038315673883582,0.183499
DHX29,0.1188299999999999,0.0759845,0.117583,0.161181,0.0700507,0.0487589,-0.0700026999999999,0.010497200000000002,0.0276573,-0.0397171,-0.116478,-0.0889749
DHX30,-0.12486400000000002,-0.0136156,-0.00148186,0.030373,-0.102611,-0.079161,-0.078846,0.093519,-0.0737685,-0.152574,-0.047136000000000004,-0.121199
DHX32,0.0904095,0.076875,0.0569808,0.07031110000000002,0.04328730000000001,-0.00507495,-0.0632335,0.0381737,0.0130632999999999,0.0227581,0.0461794,0.0591375
DHX33,-0.0500770999999999,-0.134007,-0.10762100000000001,0.153283,-0.157709,-0.120648,-0.0142017,0.0283031999999999,-0.040226300000000006,-0.200718,0.0451731,0.00461674
DHX33-DT,0.0523826436122545,0.0,0.0578820629415511,0.0525520881510534,0.0595521463666751,0.0575112713332834,0.0,-0.0588850097740952,0.0,0.0,0.1189886331320366,0.1193763646679339
DHX34,-0.172559,-0.167193,-0.0550986,0.12122000000000001,-0.27218600000000004,-0.0248829,0.029062,0.109517,-0.0539322999999999,-0.290977,-0.145991,-0.200466
DHX35,-0.0894248,-0.10371400000000001,-0.0112782999999999,0.0571139,-0.0770821,-0.170586,-0.160415,-0.0220466,0.0226959,-0.14362,-0.0548175999999999,-0.032442
DHX36,0.00531348,0.0120911,0.0981388999999999,0.07473510000000001,-0.106939,-0.0276209,-0.1269279999999999,0.123634,0.0306006,-0.0667614,-0.106617,-0.0760325
DHX36-2,-0.2493389999999999,-0.305379,0.113712,-0.0226819,-0.219404,-0.477187,-0.591973,-0.0808274,-0.529174,-0.224342,0.620728,0.0912067
DHX37,-0.06699830000000001,-0.116928,-0.0758684,0.15265,-0.23283,-0.0562153,0.018480200000000002,0.12047100000000001,-0.10416500000000001,-0.216993,0.0273272,-0.0771714
DHX38,-0.0566246,0.00879798,0.0230659,0.0103188,-0.0342441,0.020293900000000004,-0.00395075,0.0476467,-0.00799658,-0.06429030000000001,-0.0558841999999999,-0.0641468
DHX40,-0.0456592,0.00597746,0.0226075,-0.0497866999999999,0.139603,0.0298397,0.0060418,-0.12906700000000002,0.0689159999999999,0.00675292,-0.0472754,0.0214366
DHX40P1,-0.0550300999999999,0.849469,-0.0355339999999999,0.182808,-0.932465,0.8070189999999999,0.841569,1.7869,1.49524,-0.2353989999999999,-0.670112,0.8240139999999999
DHX57,0.0596172,-0.0610922,0.0791344,0.07341460000000001,-0.0269901,0.0458381999999999,-0.034475900000000004,-0.0295019999999999,-0.0217983,-0.011157700000000001,-0.00683968,-0.0288853
DHX58,-0.129823,-0.7428859999999999,0.0285450999999999,-0.398911,-0.591969,-0.0613172,-0.0910087,-0.146091,-0.109963,0.2715059999999999,-0.4378,-0.5475909999999999
DHX8,-0.0381699999999999,0.050408,-0.00682849,-0.000934487,-0.0315211,-0.0219919999999999,-0.0163362,0.0864838999999999,-0.0579929999999999,-0.0346381,-0.00968564,-0.0679282
DHX9,0.0177192999999999,-0.00170383,0.033675300000000005,0.150971,-0.214401,-0.035254,-0.0700988999999999,0.217282,0.047267500000000004,-0.1306109999999999,0.0101095,0.0571319
DHX9-AS1,0.202498,-0.293869,-0.103175,-0.010460200000000001,-0.168623,-0.0886453,0.0134821,-0.1203569999999999,0.274588,0.21581,0.1726,0.447304
DHX9P1,-0.278792,0.12001300000000001,0.2416869999999999,-0.354796,0.0200787999999999,-0.136401,-0.379161,0.1043099999999999,-0.0227382,0.07898480000000001,0.340048,0.317293
DIABLO,0.0063684,-0.07703020000000001,-0.061166,0.0253685,-0.0784888,-0.08295010000000001,-0.0229668,0.0060163999999999,0.0196591,-0.016340200000000003,-0.0364361,-0.0169895
DIAPH1,0.0251348,-0.00110959,-0.00773482,0.1024359999999999,-0.234477,-0.0546496,-0.048067,0.237911,0.0209558,-0.0746706999999999,0.0549041999999999,0.0756534
DIAPH1-AS1,0.0050990277746689,0.683232,-0.0086597610615599,-1.14459,-0.0071161151048881,0.0,0.0086483028669266,0.0113265702628146,0.0116093610896383,0.0113161352256414,-0.0115002617520316,0.0
DIAPH2,0.0898908,2.0681599999999998,-0.031725,0.134805,3.4721,-0.011798000000000001,0.018783900000000003,-1.3989200000000002,0.088279,-0.042281,-0.1038559999999999,-0.0157935
DIAPH2-AS1,-0.10549000000000001,0.0,-0.736816,0.294183,0.0,-1.17862,-0.4430779999999999,0.0,1.0669600000000001,-0.39749,1.15078,2.21722
DIAPH3,0.175426,0.155353,-0.0350361,0.31361300000000003,-0.302661,-0.06476080000000001,-0.030897700000000004,0.462563,0.1833779999999999,-0.13551400000000002,0.164481,0.347496
DICER1,0.0116619,-0.0901704,0.04731780000000001,0.050571,-0.147084,0.0214685999999999,-0.0270120999999999,0.0615,-0.0615476,-0.036227300000000004,-0.0402291,-0.102095
DICER1-AS1,-0.4421319999999999,-0.32505500000000004,-0.360913,-0.4682989999999999,0.501188,-0.1584799999999999,0.201152,-0.8214090000000001,0.306257,0.0289909,0.05930850000000001,0.365588
DIDO1,-0.0642988,-0.028705900000000003,0.013737200000000001,-0.0543099,-0.0488339999999999,-0.0196808,-0.0345691999999999,0.02472,-0.12034,-0.007334,-0.043010900000000005,-0.163712
DIMT1,-0.0376261999999999,0.026560000000000004,-0.106272,0.110951,0.194909,-0.0772172,0.0278974,-0.163799,0.127859,-0.146054,0.00694994,0.134914
DINOL,-0.2467469999999999,-0.0275133355175919,0.0,-0.615156,0.5136689999999999,-0.0163882028603221,-0.0164933246784687,-0.0391414828857339,-0.9917969999999999,0.372444,-1.09839,-2.08924
DIO1,0.8802700000000001,0.41408900000000004,0.872603,1.61915,0.302498,0.7030770000000001,-0.170466,0.116102,0.311946,-0.736075,-2.72592,-2.41575
DIO2,-0.0050521,-0.969046,-0.30345,-0.461524,0.31855700000000003,-0.4629319999999999,-0.160638,-1.28233,-0.138941,0.459005,-0.0940946,-0.2335239999999999
DIO3,0.19279200000000002,0.0,0.0072083635832526,-0.17119,0.0,0.0071593402663616,0.0,0.0,0.6035590000000001,0.366686,-0.7973210000000001,-0.193618
DIO3OS,0.8708299999999999,0.0,-2.73838,0.574936,0.0199581968586428,0.0098321315506546,0.0647087797891456,-0.0197286689828953,0.0602634,0.298235,0.13116,0.19151300000000002
DIP2A,-0.027423700000000002,-0.06650160000000001,0.0443473,-0.12594,0.102397,0.0467714,0.00127369,-0.164324,0.0753673,0.10119700000000001,-0.155282,-0.0801356999999999
DIP2A-IT1,0.09242260000000001,2.70914,-0.46693,1.25342,2.18112,-0.219427,0.246383,0.531832,-0.315051,-1.1596600000000001,1.0510700000000002,0.735667
DIP2B,0.0159078,-0.0232463,0.000334863,-0.0758746999999999,-0.129692,-0.0517665999999999,-0.0532707,0.111044,0.0294555,0.0944465,-0.06653830000000001,-0.0374323
DIP2C,0.0234905,-0.0918283,-0.0424409,-0.0239274,0.0356816,0.107646,0.1489329999999999,-0.123063,-0.0331243,0.0501847,0.07685750000000001,0.0433722
DIP2C-AS1,-1.14196,2.62847,-0.0030251439945683,-1.86675,4.51802,0.0,0.0030224086131490006,-1.88618,0.2130449999999999,0.728129,-0.2398969999999999,-0.0268902
DIPK1A,0.138908,0.0576834,0.0183812,0.181763,-0.0625997,-0.0624655,-0.08204650000000001,0.124911,0.06826010000000002,-0.0401725,0.0512554999999999,0.119229
DIPK1B,0.189351,0.1230599999999999,-0.00213591,0.32210900000000003,0.0766661,0.154283,0.155254,0.0509269,0.047572,-0.129977,-0.00720865,0.0402546
DIPK1C,-0.34791700000000003,0.0,0.0,-1.6709900000000002,0.0,0.0,0.0,0.0,0.0,1.32899,0.0070845747061768,0.0071211827514462
DIPK2A,0.0678263,-0.26771300000000003,-0.0547646,0.209498,-0.151525,-0.0716388,-0.018087,-0.1116549999999999,0.09893350000000001,-0.138984,0.0336121,0.132328
DIPK2B,0.32857,-0.0050577535443288,-2.03041,1.7099099999999998,-0.0051183490566691,-1.9824599999999999,0.047804,0.0,0.0353676999999999,-1.37653,2.02727,2.0657099999999997
DIRAS1,0.05787130000000001,-0.19176500000000002,-0.122673,-0.0401517,0.0612957,-0.014054800000000001,0.1074,-0.248538,-0.0496168,0.100707,-0.0696153,-0.1195
DIRAS2,0.0029870497422990003,0.0,-0.002542902498832,0.0029968973324863,0.0,0.0,0.0025395325336512,0.0,-0.744372,0.0,-0.024133,-0.76648
DIRAS3,-0.1177589999999999,0.497622,-0.7008979999999999,0.146813,0.421583,-0.307165,0.392723,0.0812164,-0.321422,-0.2622,-0.604766,-0.92753
DIRC3,0.0229357590651237,-0.334629,-1.04382,1.0769,1.10942,1.24546,2.2886,-1.43855,0.0199786861024936,0.0109877580100887,-0.0626980999999999,0.0190811552084279
DIS3,0.0717913,0.0844675,0.0721286,0.10701500000000001,0.14507,0.034812,-0.0384959999999999,-0.056047900000000005,0.0479313,-0.0325067,0.0813985,0.129118
DIS3L,0.0403538,-0.0861321,-0.0150287999999999,0.0735787,0.0812427,0.0660648,0.0799547,-0.162747,0.0118885,-0.030535000000000003,-0.0288598999999999,-0.0171993
DIS3L-AS1,0.8125560000000001,-0.730069,0.129708,0.0880611999999999,-0.153339,0.7221,0.5911390000000001,-0.5722229999999999,-0.239409,0.728464,-0.148197,-0.38811100000000004
DIS3L2,0.172479,0.00614044,-0.0653776,0.0573876,-0.171625,0.0577795999999999,0.12197000000000001,0.182229,-0.00712762,0.117632,-0.028929000000000003,-0.0365038
DIS3L2P1,1.28213,0.0,-0.0126762334032145,1.20824,0.004528746552238,-0.0064871724312681,0.959997,-0.0044760077699038,0.0022268692129639,0.0726732,0.142036,0.0024491454023628
DISC1,-4.66834,-0.097896,-0.0890442999999999,-3.8240300000000014,-0.77967,0.00721803,0.0951458,0.685871,-0.588603,-0.838872,1.21354,0.627991
DISC1-IT1,-0.0398077052879804,0.0,-0.124332,0.0,0.0,0.190314,0.312727,0.0,0.0,-0.0400329384640314,0.0,0.0
DISP1,0.112627,-0.0375565,0.158327,0.205717,0.0137518,0.1060619999999999,-0.053435800000000006,-0.0468714999999999,0.1010669999999999,-0.0904308,0.0938885,0.194745
DISP2,0.0751674,-0.00554698,0.11464300000000001,-0.1117079999999999,0.012216,0.263398,0.147627,-0.0132573999999999,-0.0419769,0.1894,0.1200359999999999,0.0778619
DISP3,0.1121839999999999,-0.179077,0.222375,0.1565089999999999,0.699662,0.120699,-0.102948,-0.8736229999999999,0.5467529999999999,-0.0417142,-0.32852800000000004,0.218146
DIXDC1,-0.07561010000000001,0.149392,-0.0557691,0.0321069,0.0412161,-0.10611300000000001,-0.0515541999999999,0.112732,0.0605438,-0.10505,-0.159499,-0.0992798
DKC1,-0.0208421999999999,-0.00867538,-0.0678656999999999,0.263871,-0.19805,-0.0964434,-0.0297505,0.193905,0.0135456999999999,-0.282035,-0.0205375,-0.00724519
DKFZP434A062,-0.864964,-0.0079596259219146,-0.208644,-0.537904,0.34236500000000003,0.0547818999999999,0.262457,-0.0100769354478132,1.16426,-0.3240409999999999,-1.5090299999999999,-0.342644
DKFZP586I1420,0.1565099999999999,-0.00204999,0.00667863,-0.1733029999999999,-0.00712069,0.0359656,0.0280832,0.00966838,0.0475921999999999,0.332456,0.156115,0.20319
DKFZp451B082,0.00702836,-0.0045558558660296,-0.0053365436984301,1.20868,-0.629829,-0.0027007923847283,0.973785,-0.0029471116041049,0.0,-1.2001600000000001,0.0,0.0
DKK1,0.300964,-0.00982315,-0.26660300000000003,0.29091500000000003,-0.676339,-0.289873,-0.0244304,0.671115,0.172717,0.0127181,0.10614900000000001,0.278615
DKK3,0.0585481,-0.0674326,-0.119477,-0.149999,0.202487,-0.0147138,0.103576,-0.265394,-0.125967,0.2110639999999999,0.0432374,-0.0829337
DKK4,-0.0136712076616793,0.0,0.0141422868992425,0.0,0.0,0.0140503235801301,0.0,0.0,-1.39363,-0.013731099513518,-0.00422805,-1.39256
DKKL1,-0.309807,-0.898264,-0.1100049999999999,-0.7105229999999999,-0.07300910000000001,0.0732717,0.18168900000000002,-0.8212379999999999,-0.38574,0.404018,0.273042,-0.112106
DLAT,-0.0212050999999999,-0.0139323999999999,-0.00120484,0.148125,-0.150531,-0.0630281999999999,-0.0629676,0.141179,0.0633746999999999,-0.166681,0.0495321999999999,0.11271800000000001
DLC1,-0.30406,0.10704300000000001,-0.0714005,-0.0508134,-0.171546,-0.0912493,-0.0211035999999999,0.283019,-0.3926969999999999,-0.251119,-0.812467,-1.20566
DLC1-2,0.045226300000000004,0.127165,-0.305028,-0.0599120999999999,-0.192353,-0.20921700000000001,0.0946995,0.324173,0.320603,0.1079,-0.742143,-0.422799
DLD,0.0449646999999999,0.0166382,0.0389012,0.07517410000000001,-0.101833,0.0339673,-0.00610511,0.123047,0.08916260000000001,-0.027569200000000002,0.0297505,0.118748
DLEC1,0.377156,0.291416,-0.164717,0.0208682,0.733934,-0.959095,-0.794985,-0.437618,-0.262708,0.3589489999999999,0.686492,0.423662
DLEC1P1,0.0032997930744577,0.0,0.0,0.0033140286605179,0.0,0.0,0.0,0.0,-0.0037836522697347,0.0,0.0,-0.0037694932634117
DLEU1,-0.0771845,-0.0821937,0.05927,0.1342539999999999,-0.326732,-0.0296623,-0.0900958,0.2490349999999999,0.0205333,-0.2088489999999999,0.132223,0.152606
DLEU1-AS1,0.0211094118500407,0.0,0.0453456694423979,0.0211789332274146,0.0,0.0450412808477162,0.0,0.0,0.0,0.0,0.0,0.0
DLEU2,0.147479,0.148798,0.186275,0.321272,-0.44771700000000003,0.0369496,-0.15046400000000001,0.601172,0.300953,-0.170875,-0.111572,0.189227
DLEU2L,1.02067,0.592854,-0.3274559999999999,0.0914438,0.7790590000000001,-1.19382,-0.8670959999999999,-0.18121900000000002,-0.00722973,0.932508,-0.124177,-0.131128
DLEU7,-1.4884600000000001,0.7479979999999999,0.497521,-0.5694359999999999,0.260285,0.277675,-0.2212039999999999,0.492914,0.202836,-0.9155190000000001,-1.03725,-0.835807
DLEU7-AS1,-0.0221108217389047,0.245331,0.0706039,0.0,0.0751615,-0.22127800000000003,-0.292887,0.173465,0.0210670433963525,-0.0222247616134389,-1.29358,0.0085899205897932
DLG1,0.148501,-0.0589809999999999,0.00753066,0.0532744,-0.07868610000000001,-0.0432872,-0.052007000000000005,0.024299,0.0169454,0.09780950000000001,-0.0384051999999999,-0.021793
DLG1-AS1,-0.475645,-0.384754,0.08917560000000001,-0.108346,-0.379242,-0.110483,-0.200798,-0.000493795,-0.1138839999999999,-0.364323,-0.713541,-0.828982
DLG2,-0.1627019999999999,0.06240980000000001,0.0769482,-0.365888,0.012297200000000001,-0.0409744,-0.119077,0.0549794999999999,-0.142751,0.2059139999999999,0.0607058,-0.0817627
DLG3,0.07695010000000001,-0.0259135,0.0995327,-0.0454096,0.00387033,0.103986,0.00327407,-0.025240000000000002,-0.055583400000000005,0.12499400000000001,-0.0920687,-0.147899
DLG3-AS1,0.0469597,1.68972,-0.963743,-0.152935,-0.535695,0.12287000000000001,1.08579,2.22822,0.0,0.20314400000000002,0.0,0.0
DLG4,-0.1159099999999999,-0.152945,-0.302154,-0.24385900000000002,-0.146979,-0.2174989999999999,0.083521,-0.0014782,-0.21270300000000003,0.130583,0.0861601999999999,-0.126803
DLG5,-0.041154500000000004,-0.0609857,-0.024973,0.00077212,-0.079212,-0.0415845,-0.0177611999999999,0.022792,-0.0681698,-0.0392536999999999,-0.078301,-0.146777
DLG5-AS1,-0.292687,-0.21988600000000003,0.0708571,-0.293932,-0.13683,-0.101528,-0.173439,-0.07838200000000001,-0.32945,0.00403232,-0.0234992,-0.352989
DLGAP1,0.42590500000000003,-0.0107693711214729,-2.55556,0.365579,-1.0903100000000001,-2.53047,0.0243687,-0.0050708791939023,-0.779266,0.0639043,0.8367190000000001,0.0576555
DLGAP1-AS1,-0.0221172,-0.150294,0.0517554,0.0570536999999999,0.395298,0.137167,0.0841219,-0.541209,-0.08737110000000001,-0.0762926,0.165008,0.0773823999999999
DLGAP1-AS2,-0.0193957,0.147552,0.187723,0.149214,-0.652307,-0.0356579,-0.224623,0.804599,0.0500546999999999,-0.1658599999999999,0.194776,0.244691
DLGAP2-6,0.0040815347550085,0.0,0.0,0.0040949713964579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP3,0.00796283,0.253496,0.275853,0.869208,0.5499350000000001,-0.057033400000000005,-0.334025,-0.291597,-0.4431489999999999,-0.8581280000000001,-0.121251,-0.5642149999999999
DLGAP4,0.000213673,-0.0259451999999999,-0.0267577,0.0336227,-0.0156292,-0.0811182,-0.0554876999999999,-0.00581841,-0.0773193,-0.0307382,0.0647708,-0.0127152
DLGAP4-AS1,-1.13859,1.22195,0.106798,-1.3032299999999999,1.8259599999999998,-0.26155,-0.369452,-0.600528,1.48831,0.16561700000000001,-1.01921,0.46965500000000004
DLGAP5,0.137127,0.23232600000000003,0.24107800000000001,0.293143,-0.2777449999999999,0.158175,-0.0840809999999999,0.5146229999999999,0.243761,-0.153452,0.112187,0.355784
DLK1,0.448763,0.639123,0.605464,0.605697,-0.128975,1.86975,1.26306,0.772504,1.45868,-0.1551519999999999,-0.0085117726945831,-0.0031086426160517
DLK2,0.27617800000000003,-0.153845,-0.180042,0.117112,0.0444580999999999,-0.252265,-0.0733707,-0.19376400000000002,-0.447054,0.161737,0.392486,-0.0549278
DLL3,-0.000124024,-0.562304,-0.0729865,0.330656,-0.338624,-0.117903,-0.046055900000000004,-0.2194489999999999,0.1641109999999999,-0.328327,0.214335,0.378033
DLL4,0.0191546,0.0853819,0.76154,-0.37000900000000003,0.319642,0.297847,-0.46462200000000003,-0.2297179999999999,-0.31248000000000004,0.39112800000000003,-0.0105040999999999,-0.3231739999999999
DLST,-0.07590010000000001,-0.0183185999999999,-0.00418038,-0.0282875999999999,-0.1123369999999999,0.013855600000000001,0.0168769,0.0985794,0.032838,-0.0449445999999999,-0.041592800000000006,-0.00899125
DLSTP1,-0.8331459999999999,-0.5915739999999999,-0.0651273,-0.611476,-0.623238,-0.351455,-0.287385,0.036334,0.166653,-0.218798,-0.160705,0.00561846
DLX1-2,-0.0117360822861714,0.0,0.392623,-0.0115222168141522,0.0059820651254614,0.2453199999999999,-0.148564,-0.0059107443156783,0.637421,-0.0292853,-0.69507,-0.0579538999999999
DLX2,-0.184497,0.334543,0.262865,-0.233727,-0.120626,0.0220585999999999,-0.241862,0.45983,0.0805602,0.0520285999999999,-0.1156359999999999,-0.0350923
DLX2-DT,-0.328779,0.222237,0.161921,-0.530103,1.19721,0.1592029999999999,-0.00345713,-0.9712139999999999,-2.6157,0.203938,1.10378,-1.5151
DLX3,0.1804609999999999,0.139843,0.00421988,-0.2979469999999999,0.394313,0.0299399,0.024579300000000002,-0.249931,-1.38982,0.48112200000000005,1.3328799999999998,-0.0599361999999999
DLX4,-0.0317997999999999,0.174155,0.177204,-0.23683200000000001,0.3915909999999999,0.196741,0.0184630999999999,-0.21277,-0.0463224,0.20775700000000002,0.159127,0.1128589999999999
DLX5,0.0582732660497329,-0.27878200000000003,1.60294,0.0585477239287196,0.462546,0.053240929846404994,0.0178509470293819,-0.7370180000000001,0.28456,0.0,1.03926,1.32626
DLX6,-0.372386,-1.9012900000000001,0.36177600000000004,0.0049945388585154,0.763915,-0.0364291999999999,-0.399291,-2.6617,-1.88937,-0.0064589360219429,0.00962175,-1.8805
DM1-AS,-0.2942889999999999,-0.500061,-0.0749455,-1.04951,0.184034,0.0327072,0.106636,-0.679267,-0.130547,0.758182,0.0293147,-0.102013
DMAC1,-0.0955706,-0.0632992,-0.023866400000000003,-0.0565646999999999,-0.0347014,0.0732282,0.0959038,-0.023927900000000002,0.0690662,-0.0362545,0.0456748,0.114524
DMAC1P1,0.996447,1.55945,-0.132271,0.993956,0.09790700000000001,-0.641853,-0.510482,1.46563,-0.103973,0.005597100000000001,-0.1933619999999999,-0.297338
DMAC2,-0.0756816,-0.0980949,-0.0493648,0.0651206,-0.199596,-0.0544771999999999,-0.00624869,0.106108,0.00813278,-0.138105,0.107695,0.115631
DMAC2L,0.0172479,0.034601,0.0616677,-0.00855387,0.0700457,0.0671306,0.00431671,-0.030867900000000004,-0.0162421,0.0285522999999999,0.00598819,-0.010197
DMAP1,-0.0765557,-0.0937848999999999,-0.0890045,-0.0343275,0.2225739999999999,0.0458046,0.133679,-0.311755,-0.0368516,-0.0396791,0.05294,0.0158639
DMBT1,-1.37071,0.0,0.867294,0.1756609999999999,0.0072049470781272,-0.64698,-1.51616,-0.0071236950342163,0.0481791,-1.54407,-0.0629869,-0.0153638
DMBX1,0.1313609999999999,0.169809,0.508413,0.0552126,-0.157556,0.479987,-0.029656000000000002,0.331931,0.172904,0.0788278,0.204214,0.377058
DMC1,-0.388565,1.5025700000000002,0.05376990000000001,-0.14169400000000001,1.0539,0.490716,0.435712,0.45321000000000006,0.19254200000000002,-0.2443679999999999,-0.23094,-0.0387702
DMD,1.26424,0.290881,-0.0719747,0.736099,0.4251979999999999,-0.0524795,0.0182676,-0.129743,0.474892,0.529289,-1.7614900000000002,-1.28817
DMGDH,0.224448,-0.348426,-0.0813136999999999,-0.1329509999999999,2.04576,-0.0273926,0.052710900000000005,-2.38915,0.242389,0.360265,-0.0251806416734439,-0.0214161905746028
